,degree,betweenness,eigenvector
Lyndon B. Johnson,71,0.00017377717165152325,0.006599118885316813
Martin Luther King Jr.,194,0.0010919588702135912,0.013183071413516339
Jill Stein,335,0.0004923325921677752,0.027860531767858483
Evan McMullin,316,0.00010160172202646655,0.028725476968184845
Stein,203,5.379291975265644e-05,0.021047448350678306
McMullin,210,6.0371965574614055e-05,0.02039577003773574
Ross Perot,200,8.38489449671719e-05,0.021189945882687095
George HW Bush,87,1.941214537006294e-05,0.009666026582557712
Ralph Nader,188,4.82283064225428e-05,0.021673280682933962
George W Bush,198,0.00020580910876893239,0.015137705826752853
William Weld,102,4.9940682697852304e-05,0.011294979132434725
Hank Sheinkopf,21,0.0,0.004159223469008822
Mike McCurry,21,0.0,0.004159223469008822
McCurry,21,0.0,0.004159223469008822
Ron Faucheux,21,0.0,0.004159223469008822
John Weaver,196,0.0001111914232333404,0.018638733941328395
Sally Bradshaw,108,4.348784093038143e-05,0.011698285919966942
David Axelrod,191,0.0002950292072661222,0.0184184551757472
William O. Ritchie,9,0.0,0.0007054047607678317
Antonin Scalia:,9,0.0,0.0007054047607678317
Guevara,9,0.0,0.0007054047607678317
Ritchie,26,4.863039226702304e-06,0.002149495848845485
Brian Monahan,30,2.2291249087634944e-06,0.002504196987739883
Monahan,9,0.0,0.0007054047607678317
Austin,98,0.0001497531079173369,0.0068478832369083436
Jake Tapper,442,0.00036814293254506744,0.03960802971069219
McCain,848,0.0021261777100425564,0.05816528062848043
Kellyanne Conway,548,0.0003973453742183748,0.04753487032004464
Tom Bradley,5,0.0,0.0011799395509819511
George Deukmejian,5,0.0,0.0011799395509819511
the Donald Trump,5,0.0,0.0011799395509819511
Michael Wara,16,0.0,0.0032841370346929602
R-KY,18,9.853318421356426e-07,0.003996616327232603
Adele Morris,14,0.0,0.003272626215377772
David Doniger,14,0.0,0.003272626215377772
John Podesta,538,0.0005570758630692692,0.04098008974881551
David Victor,14,0.0,0.003272626215377772
Wara,14,0.0,0.003272626215377772
Ned Foley,18,1.3671310153750753e-06,0.0017585011551410799
Vanita Gupta,27,1.902726945293195e-05,0.0023074785499272647
Rasmussen,25,1.5636922564117112e-06,0.003941242416550219
Ben Rhodes,65,7.997986529748498e-05,0.004148926720760294
Valiollah Seif,10,0.0,0.0005573114714476421
Seif,10,0.0,0.0005573114714476421
Mahmoud Ahmadinejad,30,2.413770130237601e-05,0.0019288150472875727
Ali Akbar,10,0.0,0.0005573114714476421
Hashemi Rafsanjani,10,0.0,0.0005573114714476421
Khamenei,77,0.0004180875820973562,0.005681603960290306
Paula Jones,233,7.882319791345598e-05,0.02068648735084235
Kathleen Willey,65,2.689977089510435e-06,0.009372178044263378
Juanita Broaddrick,121,1.8188109226002753e-05,0.01545268560658316
Comey,234,0.00041709881461410645,0.020244483605566528
Howard Kurtz,406,0.0011458076041598044,0.03041912933275668
Jeff Merkley,51,5.77641946825914e-06,0.007028093743777726
Robert Menendez,70,9.210230215563055e-05,0.006485405715596477
Chris Coons,129,7.07920800297845e-05,0.01259162134499412
Ben Cardin,56,2.3688044592836664e-05,0.003376130523281369
Barack,84,9.418808740433319e-05,0.01077892757671874
Martin O’Malley,364,0.0006235959880858842,0.028205149970179262
O’Malley,23,2.1579728430343254e-05,0.002480069769587723
Mitch Stewart,46,7.85301227110124e-06,0.006168346303862826
Stewart,137,0.000876965811518342,0.009524444145963647
Ready for Hillary,31,0.0,0.003765832341096612
Craig T. Smith,29,0.0,0.003752631935924834
Susie Tompkins Buell,29,0.0,0.003752631935924834
Ann Lewis,42,2.3277501586308983e-06,0.004389159794541986
Jennifer M. Granholm,29,0.0,0.003752631935924834
Tracy Sefl,29,0.0,0.003752631935924834
Sefl,31,0.0,0.003765832341096612
Taj Magruder,29,0.0,0.003752631935924834
Haley Adams,29,0.0,0.003752631935924834
Smith,380,0.003182286394394772,0.02331554133400027
Harold Ickes,37,4.1978666848859905e-06,0.004098188924396956
Geoff Garin,45,4.064421772594919e-06,0.006357158764003296
Mark Penn,44,3.5741131300728747e-06,0.005512480814886521
Terry McAuliffe,497,0.0022472716244097833,0.04037478971911663
Garin,47,4.064421772594919e-06,0.006379521296196691
David Brock,236,7.113883597420677e-05,0.02250911464454347
Ready,43,5.222279438861958e-06,0.006226241521196637
Ronald Feldman,29,0.0,0.003752631935924834
John Edwards,73,4.118539618647886e-05,0.009233485832237128
Feldman,29,0.0,0.003752631935924834
Boko Haram,111,0.0021041378746183424,0.006063471933641722
Tony Perkins,51,6.439667165331087e-05,0.006202911027078547
Buffett,6,0.0,2.2286856493016104e-05
Larry Van Tuyl,4,0.0,2.2208656393778166e-05
Van Tuyl,6,0.0,2.2286856493016104e-05
Berkshire Hathaway,4,0.0,2.2208656393778166e-05
Federica Mogherini,72,9.389236278426701e-05,0.004420477509761438
Mogherini,36,3.840827996472676e-06,0.001432887655610179
William Branigin,113,0.0016760064072363719,0.0038353076461570754
Zarif,28,6.036576433147823e-06,0.0016359953627138749
Jason Linkins,8,0.0,1.7221228737690666e-06
"Sabrina Siddiqui

",8,0.0,1.7221228737690666e-06
Downton Abbey,8,0.0,1.7221228737690666e-06
Aaron] Schock,8,0.0,1.7221228737690666e-06
Arthur Delaney,8,0.0,1.7221228737690666e-06
Happened,8,0.0,1.7221228737690666e-06
HuffPost Comedy's,8,0.0,1.7221228737690666e-06
HuffPost Politics',8,0.0,1.7221228737690666e-06
HuffPost Live's,15,0.0013684163600533523,0.00047739762483173134
Clementa Pinckney,95,0.00027711830059509956,0.003334280599396316
Dylann Roof,228,0.0029039132758150858,0.010554763474564603
Norvel Goff,59,6.683524253572845e-05,0.0015540713303125698
Arthur Hurd,9,0.0,7.830685089350831e-05
Cynthia Hurd,72,5.351633107169752e-05,0.0016951952910120019
Hurd,11,1.4670604357974122e-05,0.0005320271121075557
Roof,81,6.428875729863495e-05,0.0017686392472555117
Maj,18,7.990460069712312e-06,0.00027874828388611903
Eric Watson,9,0.0,7.830685089350833e-05
Pinckney,92,0.00028714703136371335,0.002461144886150607
Marc,49,0.0002963044062072532,0.00650012385016243
Aidan,38,0.0,0.0062037767343777655
Hope,38,0.0,0.0062037767343777655
Michelle Obama,762,0.0015270097300926011,0.052845716135702936
Franklin Delano Roosevelt,90,1.2981579053326208e-05,0.010703555191169573
David Brown,66,6.749690015527239e-06,0.007664676046347333
Lady,57,6.765549439086189e-06,0.008350302979040467
Hugh,44,1.5509739592482943e-06,0.00770660687986692
Dorothy,48,1.8671775982502192e-06,0.007201341194763271
Methodist,40,4.5266469181435066e-07,0.006228218986053709
Anastasia Somoza,38,0.0,0.006203776734377766
Ryan Moore,38,0.0,0.006203776734377766
Lauren Manning,54,4.261949976072576e-06,0.007551259751287105
Debbie St. John,38,0.0,0.006203776734377766
John Dolan,38,0.0,0.006203776734377766
Joe Sweeney,38,0.0,0.006203776734377766
Lauren,38,0.0,0.006203776734377766
Donald,827,0.001411932599330512,0.05858900377192394
Captain Khan,65,4.49474682033559e-06,0.009550491794952353
Mike Pence,1056,0.004661402315770385,0.06375795657464496
Jackie Kennedy,48,1.8671775982502192e-06,0.007201341194763271
Hamilton,218,0.0005486132738341279,0.019789755400505465
Dan Malloy,8,4.0468496202335075e-06,0.0010084399541035484
Mark Emmert,3,0.0,0.0002452490900121143
Scott Walker,1163,0.005879227192856897,0.06315336496836164
Walker,580,0.0022802481726426414,0.038046031522316
Ali Abdollahi,10,6.015037689007477e-05,2.9915263757665208e-05
Peter Cook,51,0.0004595335403776594,0.0033118402884775413
Amir Ali Hajizadeh,4,0.0,2.6366143524861614e-05
Sajjil,4,0.0,2.6366143524861614e-05
Lucas Tomlinson,162,0.0011836290262188106,0.004125784551898222
Al Gore,542,0.001026613942808471,0.03633882606669924
Matt Bai,25,9.743613745189028e-07,0.006177556838930231
Joe,192,0.0005879290526886101,0.017869706715195867
Terry Gross,19,7.274562574414292e-07,0.004510627307892634
Jerry Brown,158,0.0014520111800470385,0.01743094800061602
Patty Murray,67,2.3872378529316362e-05,0.008470472177988894
Whither Paul Ryan,14,0.0,0.0023413045079269754
Janna,14,0.0,0.0023413045079269754
Boy,33,4.059478883505962e-06,0.006245189894424728
Jim Jones,32,1.7667614711639242e-05,0.004147380543206998
TPP,289,0.0005864815511033803,0.022961120405780227
Rohit Malpini,10,0.0,0.000566464222557439
Michael Froman,33,2.471161768317421e-05,0.0023896763200660677
Trevor Kincaid,10,0.0,0.000566464222557439
Heather Bresch,10,0.0,0.000566464222557439
Mylan,10,0.0,0.000566464222557439
K.J. Hertz,10,0.0,0.000566464222557439
Jay Taylor,10,0.0,0.000566464222557439
Taylor,52,0.00026522861163301415,0.0032974880890053416
Kincaid,10,0.0,0.000566464222557439
Gray,186,0.0036332571179809587,0.010315574519121138
Kevin Rector,7,0.0,0.00017676208395472887
Kevin Moore,7,0.0,0.00017676208395472887
Moore,263,0.002832393869239095,0.014911338751625744
Batts,49,0.00010006313172296335,0.001441755917600071
Davis,288,0.0037700051024936007,0.015634917296957908
Allen,89,0.0006340559121560369,0.007583747015237211
WBAL,7,0.0,0.00017676208395472887
David Sweat,80,0.000176133491477048,0.0012906539725626941
Joyce Mitchell,64,9.152527480057246e-05,0.0011812479125497056
Richard Matt,80,0.000176133491477048,0.0012906539725626941
Andrew Wylie,38,4.155963216233204e-05,0.0010161647636800965
Charles Guess,34,5.528362742486522e-05,0.0008161657494117334
Matt,98,0.0012010435984500358,0.0028311040357125376
Colleen Cringle,14,0.0,0.0001595008743390054
Andrew Cuomo,211,0.0019389137958059474,0.016362584393625555
Cuomo,128,0.0006620602852813477,0.011276859418223997
hacksaw,30,1.1964267167469728e-05,0.0009322583059655282
William Rickerson,14,0.0,0.00015950087433900539
Matt bent,14,0.0,0.00015950087433900539
Rickerson,14,0.0,0.00015950087433900539
Kevin Tarsia,42,6.969924589491906e-05,0.0008586672131335384
Legalizing marijuana,16,0.0,0.0014106744480105215
Lose,16,0.0,0.0014106744480105215
Matt Bevin,98,8.362929513333164e-05,0.010600193684651659
Jack Conway,33,1.4971707797140877e-05,0.0027266956307533895
Steve Beshear,27,3.7675682770286626e-05,0.0020093266106017563
Bevin,40,4.864476397279822e-05,0.0037867584254398495
John Bel Edwards,48,8.967371733153876e-06,0.0062122042321391445
David Vitter,68,3.810210707735046e-05,0.007201159817619723
Vitter,62,3.1788303362879455e-05,0.006637890434432432
Deborah Palfrey,16,0.0,0.0014106744480105215
Palfrey,16,0.0,0.0014106744480105215
Phil Bryant,84,0.00021911115682938772,0.005068143668290672
Robert Gray,25,6.208016335687212e-06,0.002466116350449378
Proposition F,16,0.0,0.0014106744480105215
Joseph M. Kyrillos Jr.,22,0.0,0.0021117004229506994
Woody Johnson,86,3.335664383790398e-05,0.008865807165165248
Thomas H. Kean Sr.,45,1.3579701480630063e-05,0.006034939916301247
Kean,45,1.3579701480630063e-05,0.006034939916301247
Kenneth G. Langone,45,1.3579701480630063e-05,0.006034939916301247
Finn Wentworth,22,0.0,0.0021117004229506994
Jerry Langer,22,0.0,0.0021117004229506994
Todd,151,0.0004433194075503883,0.014767515173359077
Jon Hanson,22,0.0,0.0021117004229506994
Hanson,22,0.0,0.0021117004229506994
Thomas C. Foley,22,0.0,0.0021117004229506994
Spencer Zwick,94,1.7876924570880275e-05,0.008889681907885165
Kyrillos,22,0.0,0.0021117004229506994
Zwick,22,0.0,0.0021117004229506994
Lawrence E. Bathgate II,22,0.0,0.0021117004229506994
Bathgate,24,0.0,0.002119129055854655
Jerry Jones,22,0.0,0.0021117004229506994
Hilary Clinton,33,4.415871361263999e-06,0.0054492944663217194
Linda Feldmann,21,2.931020336156404e-06,0.0038029264778599394
Norman Solomon,12,0.0,0.0026419252042906584
Solomon,22,1.3136745438181249e-06,0.0030967160716998524
Courtney Rowe,12,0.0,0.0026419252042906584
Summer Zervos,42,1.6096948579836914e-06,0.005843883920509089
Zervos,44,1.6096948579836914e-06,0.005864440690691575
Gloria Allred,17,6.984885852651337e-09,0.0033284756638198936
John Barry,16,0.0,0.0033071823388041723
Barry,29,1.6318134194067827e-05,0.003934588095151441
Kristin Anderson,26,1.4372718361686105e-06,0.004461302912699975
Hope Hicks,87,5.276254262220394e-05,0.008972701372620106
Bill Clinton's,245,0.0003371352439947915,0.021982940715728306
Carlos Slim,191,0.00013377191581540035,0.01794120002329664
Mindy McGillivray,42,1.6096948579836914e-06,0.005843883920509089
Vince Foster,144,1.3408494112724155e-05,0.01319472173237264
Chris Stevens,120,3.6450320122241634e-05,0.0113327759715195
Hill,227,0.000654581510246861,0.020489331335038722
Karl Rove,224,0.0002561620685344811,0.01928480039314687
Benghazi,250,0.000332392065706227,0.02206027730163579
Glenn Thrush,73,1.1557001100477382e-05,0.008361734588221509
Maggie Haberman,375,7.48588993249012e-05,0.037980948297040476
Ken Vogel,29,0.0,0.005224836833212932
David Axelrod's,41,1.4268588608023312e-05,0.0058971905200117065
Susan Rice,130,0.0003311343837429285,0.009405415973274439
Rice,288,0.001863706270110209,0.02101523117227011
Maureen Dowd,181,0.00029731537330445656,0.018925364329683083
Ed Muskie,29,0.0,0.005224836833212932
Fallujah,26,7.6063673911925515e-06,0.00017118851840992348
Qasem Soleimani,29,1.2620304280709434e-05,0.0007686634284943069
Yahya Rasool,8,0.0,6.0634367172403446e-05
Ralph Peters,8,0.0,6.0634367172403446e-05
Peters,53,0.0002094725861695223,0.005367652478943605
Haider al-Abadi,72,0.00018591640098551581,0.00387765759306179
Saddam Hussein's,30,0.00020375594686877305,0.0006465589487043411
Anthony M. Kennedy,113,7.086213078564842e-05,0.006401832359530143
Lawrence,52,4.271955673601611e-05,0.0047691776789865565
Romer,28,0.0,0.0011401274008182001
Evans,62,0.0004944263562409857,0.002136519822353497
John G. Roberts Jr.,139,0.0002997675871021663,0.006001280171443547
Clarence Thomas,232,0.001016998182029115,0.012625098459812712
Samuel A. Alito Jr.,125,0.00022328528818753798,0.005956030787607146
Paul M. Smith,26,0.0,0.0011361296805554458
Allison Orr Larsen,26,0.0,0.0011361296805554458
William,81,0.00010642635516385068,0.004834881102692775
Mary,123,0.0014606757111703228,0.008765692592101387
Michael Dorf,37,3.3865424713119933e-05,0.0012514844848872163
Edward Whelan,40,1.420706988217161e-05,0.002385653128709628
Sandra Day O’Connor,26,0.0,0.0011361296805554458
Robert Bork,80,5.024451280680032e-05,0.005677628776851351
Bork,36,1.4132257952030705e-05,0.002709498701568672
Dorf,26,0.0,0.0011361296805554458
Frank J. Colucci,26,0.0,0.0011361296805554458
Hardwick,26,0.0,0.0011361296805554458
Colucci,26,0.0,0.0011361296805554458
Robert J. Shelby,26,0.0,0.0011361296805554458
George,122,0.00020811211207758386,0.013870625276415721
James Baker,43,1.1309546120256522e-05,0.003718583159158494
Paul Wolfowitz,48,1.0717533690606293e-05,0.0035346679430493305
Wolfowitz,38,2.1987265930353548e-06,0.0054632409165688
Dick Cheney,415,0.0009904167101038588,0.03197135501224159
Donald Rumsfeld,62,3.0216596896327887e-05,0.004410686972328395
Donald Trump’s,635,0.0012742277365924484,0.04230899966248013
Ted Nugent,22,3.4404945740126046e-06,0.0036155479839499296
Eli Chomsky,13,0.0,0.002011012000214899
Joe Lieberman,19,8.899855075272077e-06,0.003302853138935233
Gilad Shalit,13,0.0,0.002011012000214899
Chomsky,15,0.0,0.002018085054292315
Jerry Greenwald,13,0.0,0.002011012000214899
Naomi Klass Mauer,13,0.0,0.002011012000214899
Dennis Rapps,13,0.0,0.002011012000214899
Jason Maoz,13,0.0,0.002011012000214899
Vladimir Putin,853,0.006910872725173377,0.05237097146276947
Putin,680,0.0050483173538587965,0.03985401144117804
Jared Kushner,33,2.1783757295465507e-06,0.004424873337010823
Eric Van,24,5.383026327639036e-05,0.0009458915227490382
Sypt,26,5.383026327639036e-05,0.0009492193163091934
Charles Michel,101,0.0007753323657010806,0.0021748140080026907
Hal-Vilvoorde,11,0.0,0.00010547768846171016
Amedy Coulibaly,117,0.0005742525958303898,0.0022589289688187478
Coulibaly,87,0.00017084239966806835,0.002119807824567791
Cherif,47,2.7739019200508266e-05,0.0016781080056284094
Said Kouachi,83,0.00012436769565764508,0.0020216074828817788
Hayat Boumeddiene,53,2.357902038964446e-05,0.001036943172084253
Prophet Muhammad,51,2.357902038964446e-05,0.0010333076019517365
Christopher Stevens,90,3.268981704222245e-05,0.009929626712241032
Panetta,18,0.0,0.0014349316393457467
Jeremy Bash,62,1.0873764637494315e-05,0.003980122048605704
Sean Smith,51,5.53159518124945e-06,0.004145173591548729
Ty Woods,16,0.0,0.0014299020238445921
Glen Doherty,16,0.0,0.0014299020238445921
Bash,83,2.081535690115918e-05,0.009881325620983223
Jacob Sullivan,62,1.0873764637494315e-05,0.003980122048605704
Wendy Sherman,41,2.627765137985974e-05,0.0042439987239694275
Matt Wolking,16,0.0,0.0014299020238445921
Wolking,16,0.0,0.0014299020238445921
Jake Sullivan’s,16,0.0,0.0014299020238445921
Bentley,51,0.0003615149327652179,0.004177067337592628
Jim McClendon,2,0.0,1.4745892141616523e-05
Carey,2,0.0,1.4745892141616523e-05
Steve King,303,0.00034760780708718647,0.02843267155984952
Don,67,2.6029479860022656e-05,0.009014059135361201
Reince Priebus,793,0.0013153570654385782,0.060178856576819706
Stephen Bannon,300,9.219849455744034e-05,0.032627759300594604
Richard Burr,520,0.0002650670668824961,0.0463892195764622
Barbara,221,7.47663328832768e-05,0.023027523161330162
Mrs Clinton,77,1.6265461174483548e-05,0.010297907401136617
Mrs Bush's,6,0.0,0.0012741557738467262
Laura Bush,65,0.000164423336712104,0.007400244622494777
George Washington University,17,1.1507707069468217e-05,0.0038594278847422898
Orin Kerr,6,0.0,0.0006758267534200192
Gabe Roth,6,0.0,0.0006758267534200192
Thomas Merrill,6,0.0,0.0006758267534200192
Nancy Worley,16,0.0,0.0031546290920569393
Michael Briggs,145,5.325831375973499e-05,0.016776969104653924
Briggs,40,4.909219029662116e-06,0.005318538700418124
Kristen Elliott,16,0.0,0.0031546290920569393
Patrick Bryant,16,0.0,0.0031546290920569393
Pelosi,239,0.0003035368533185842,0.01787337635361204
Jason Miller,177,6.080775397755237e-05,0.0196140030967562
Miller,405,0.0035817977177965907,0.027376538910512675
James Asher,71,6.389184956619279e-06,0.007665026318252095
Sidney Blumenthal,158,5.49465798512523e-05,0.013489858605873404
Nicholas Kalman,27,7.72362421377164e-06,0.004880076554901836
Tamara Gitt,12,0.0,0.0033172861204003048
Mary Schiavo,8,0.0,1.0843162115929463e-05
Warren Truss,13,1.084488570345027e-05,1.4711022225907948e-05
Schiavo,35,0.0011984762224608548,0.002994716449413356
David Gallo,8,0.0,1.0843162115929463e-05
Rene Marsh,8,0.0,1.0843162115929463e-05
Mike Exner,13,1.084488570345027e-05,1.4711022225907948e-05
Tom Ballantyne,8,0.0,1.0843162115929463e-05
Sciavo,8,0.0,1.0843162115929463e-05
Truss,15,1.084488570345027e-05,1.4762812474581393e-05
